name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
hydroxychloroquine_10uM_24h,hydroxychloroquine,10 uM,24 h,6,54,60,2,10,3,7,NPC
gemfibrozil_10uM_6h,gemfibrozil,10 uM,6 h,6,30,36,2,185,66,119,NPC
thalidomide_10uM_6h,thalidomide,10 uM,6 h,6,30,36,2,53,22,31,NPC
glucosamine_10uM_6h,glucosamine,10 uM,6 h,6,30,36,2,0,0,0,NPC
caffeine_10uM_6h,caffeine,10 uM,6 h,6,30,36,2,0,0,0,NPC
progesterone_10uM_6h,progesterone,10 uM,6 h,6,30,36,2,30,9,21,NPC
carvedilol_10uM_24h,carvedilol,10 uM,24 h,6,65,71,2,184,74,110,NPC
imiquimod_10uM_6h,imiquimod,10 uM,6 h,6,30,36,2,0,0,0,NPC
capsaicin_10uM_24h,capsaicin,10 uM,24 h,6,54,60,2,74,15,59,NPC
diclofenac_10uM_6h,diclofenac,10 uM,6 h,6,30,36,2,23,7,16,NPC
vinblastine_10uM_24h,vinblastine,10 uM,24 h,6,35,41,2,490,217,273,NPC
vincristine_10uM_24h,vincristine,10 uM,24 h,6,35,41,2,546,237,309,NPC
pyrvinium-pamoate_10uM_6h,pyrvinium-pamoate,10 uM,6 h,6,30,36,2,359,101,258,NPC
bezafibrate_10uM_6h,bezafibrate,10 uM,6 h,6,30,36,2,2,1,1,NPC
ruxolitinib_10uM_24h,ruxolitinib,10 uM,24 h,6,17,23,1,0,0,0,NPC
hexachlorophene_10uM_6h,hexachlorophene,10 uM,6 h,6,30,36,2,108,40,68,NPC
epirubicin_10uM_6h,epirubicin,10 uM,6 h,6,30,36,2,426,160,266,NPC
adapalene_10uM_24h,adapalene,10 uM,24 h,6,54,60,2,87,26,61,NPC
etoposide_10uM_24h,etoposide,10 uM,24 h,6,54,60,2,448,175,273,NPC
verapamil_10uM_6h,verapamil,10 uM,6 h,6,30,36,2,7,4,3,NPC
chloroquine_10uM_6h,chloroquine,10 uM,6 h,6,30,36,2,1,1,0,NPC
isotretinoin_10uM_6h,isotretinoin,10 uM,6 h,6,30,36,2,10,4,6,NPC
vinorelbine_10uM_24h,vinorelbine,10 uM,24 h,6,17,23,1,377,159,218,NPC
temozolomide_10uM_6h,temozolomide,10 uM,6 h,6,30,36,2,3,1,2,NPC
pioglitazone_10uM_6h,pioglitazone,10 uM,6 h,6,30,36,2,0,0,0,NPC
quinidine_10uM_6h,quinidine,10 uM,6 h,6,30,36,2,1,0,1,NPC
tubocurarine_10uM_24h,tubocurarine,10 uM,24 h,6,29,35,2,6,2,4,NPC
icosapent_10uM_24h,icosapent,10 uM,24 h,6,54,60,2,2,2,0,NPC
nicotinamide_10uM_6h,nicotinamide,10 uM,6 h,6,30,36,2,72,23,49,NPC
cabozantinib_10uM_24h,cabozantinib,10 uM,24 h,6,129,135,3,170,54,116,NPC
cortisone_10uM_6h,cortisone,10 uM,6 h,6,30,36,2,198,59,139,NPC
gefitinib_10uM_24h,gefitinib,10 uM,24 h,6,17,23,1,0,0,0,NPC
calcifediol_10uM_6h,calcifediol,10 uM,6 h,6,30,36,2,17,10,7,NPC
hydroxychloroquine_10uM_6h,hydroxychloroquine,10 uM,6 h,6,30,36,2,36,17,19,NPC
acitretin_10uM_6h,acitretin,10 uM,6 h,6,30,36,2,12,3,9,NPC
sorafenib_10uM_6h,sorafenib,10 uM,6 h,6,30,36,2,208,49,159,NPC
gemfibrozil_10uM_24h,gemfibrozil,10 uM,24 h,6,54,60,2,0,0,0,NPC
metformin_10uM_6h,metformin,10 uM,6 h,6,30,36,2,6,1,5,NPC
mestranol_10uM_24h,mestranol,10 uM,24 h,6,8,14,1,0,0,0,NPC
clofibric-acid_10uM_6h,clofibric-acid,10 uM,6 h,6,30,36,2,10,5,5,NPC
mifepristone_10uM_6h,mifepristone,10 uM,6 h,6,30,36,2,75,18,57,NPC
phenylbutyrate_10uM_24h,phenylbutyrate,10 uM,24 h,6,54,60,2,6,4,2,NPC
nicotinamide_10uM_24h,nicotinamide,10 uM,24 h,6,54,60,2,0,0,0,NPC
nizatidine_10uM_24h,nizatidine,10 uM,24 h,6,31,37,2,0,0,0,NPC
cortisone_10uM_24h,cortisone,10 uM,24 h,6,54,60,2,2,0,2,NPC
celecoxib_10uM_6h,celecoxib,10 uM,6 h,6,30,36,2,29,16,13,NPC
nitrendipine_10uM_6h,nitrendipine,10 uM,6 h,6,30,36,2,0,0,0,NPC
nimodipine_10uM_6h,nimodipine,10 uM,6 h,6,30,36,2,26,9,17,NPC
phenylbutyrate_10uM_6h,phenylbutyrate,10 uM,6 h,6,30,36,2,0,0,0,NPC
valsartan_10uM_24h,valsartan,10 uM,24 h,6,65,71,2,7,2,5,NPC
carbamazepine_10uM_6h,carbamazepine,10 uM,6 h,6,30,36,2,27,6,21,NPC
acarbose_10uM_24h,acarbose,10 uM,24 h,6,8,14,1,1,1,0,NPC
capsaicin_10uM_6h,capsaicin,10 uM,6 h,6,30,36,2,166,54,112,NPC
rilmenidine_10uM_6h,rilmenidine,10 uM,6 h,6,30,36,2,0,0,0,NPC
minoxidil_10uM_6h,minoxidil,10 uM,6 h,6,30,36,2,1,1,0,NPC
loperamide_10uM_6h,loperamide,10 uM,6 h,6,30,36,2,14,9,5,NPC
hexachlorophene_10uM_24h,hexachlorophene,10 uM,24 h,6,54,60,2,81,43,38,NPC
trifluoperazine_10uM_24h,trifluoperazine,10 uM,24 h,6,54,60,2,147,53,94,NPC
calcitriol_10uM_6h,calcitriol,10 uM,6 h,6,30,36,2,62,29,33,NPC
cholic-acid_10uM_6h,cholic-acid,10 uM,6 h,6,30,36,2,0,0,0,NPC
amiodarone_10uM_24h,amiodarone,10 uM,24 h,6,45,51,2,505,151,354,NPC
estradiol_10uM_6h,estradiol,10 uM,6 h,6,30,36,2,151,47,104,NPC
metformin_10uM_24h,metformin,10 uM,24 h,6,54,60,2,1,0,1,NPC
sirolimus_10uM_6h,sirolimus,10 uM,6 h,6,30,36,2,297,98,199,NPC
glucosamine_10uM_24h,glucosamine,10 uM,24 h,6,54,60,2,0,0,0,NPC
noscapine_10uM_24h,noscapine,10 uM,24 h,6,28,34,2,0,0,0,NPC
vandetanib_0.04uM_24h,vandetanib,0.04 uM,24 h,6,129,135,3,12,9,3,NPC
masitinib_0.12uM_24h,masitinib,0.12 uM,24 h,6,131,137,3,9,7,2,NPC
vandetanib_0.37uM_24h,vandetanib,0.37 uM,24 h,6,129,135,3,94,55,39,NPC
fulvestrant_0.37uM_24h,fulvestrant,0.37 uM,24 h,6,91,97,2,2,2,0,NPC
fulvestrant_1.11uM_24h,fulvestrant,1.11 uM,24 h,6,91,97,2,11,3,8,NPC
fulvestrant_3.33uM_24h,fulvestrant,3.33 uM,24 h,6,91,97,2,26,15,11,NPC
simvastatin_10uM_6h,simvastatin,10 uM,6 h,5,39,44,2,9,3,6,NPC
pravastatin_10uM_6h,pravastatin,10 uM,6 h,5,39,44,2,0,0,0,NPC
carbidopa_10uM_6h,carbidopa,10 uM,6 h,5,39,44,2,0,0,0,NPC
ephedrine_10uM_6h,ephedrine,10 uM,6 h,5,39,44,2,0,0,0,NPC
suramin_10uM_24h,suramin,10 uM,24 h,5,41,46,2,60,22,38,NPC
trifluridine_10uM_6h,trifluridine,10 uM,6 h,5,39,44,2,1,1,0,NPC
isradipine_10uM_24h,isradipine,10 uM,24 h,5,41,46,2,91,35,56,NPC
risperidone_10uM_6h,risperidone,10 uM,6 h,5,39,44,2,26,13,13,NPC
fluoxetine_10uM_6h,fluoxetine,10 uM,6 h,5,39,44,2,4,2,2,NPC
ipratropium_10uM_24h,ipratropium,10 uM,24 h,5,26,31,2,268,99,169,NPC
lovastatin_10uM_6h,lovastatin,10 uM,6 h,5,39,44,2,1,1,0,NPC
carbidopa_10uM_24h,carbidopa,10 uM,24 h,5,41,46,2,0,0,0,NPC
reboxetine_10uM_6h,reboxetine,10 uM,6 h,5,39,44,2,5,1,4,NPC
clopidogrel_10uM_6h,clopidogrel,10 uM,6 h,5,39,44,2,1,0,1,NPC
atorvastatin_10uM_6h,atorvastatin,10 uM,6 h,5,39,44,2,1,1,0,NPC
fluoxetine_10uM_24h,fluoxetine,10 uM,24 h,5,41,46,2,6,4,2,NPC
suramin_10uM_6h,suramin,10 uM,6 h,5,39,44,2,192,67,125,NPC
isradipine_10uM_6h,isradipine,10 uM,6 h,5,39,44,2,0,0,0,NPC
yohimbine_10uM_24h,yohimbine,10 uM,24 h,5,26,31,2,0,0,0,NPC
sunitinib_10uM_24h,sunitinib,10 uM,24 h,5,61,66,2,610,247,363,NPC
trifluridine_10uM_24h,trifluridine,10 uM,24 h,5,41,46,2,17,7,10,NPC
atorvastatin_10uM_24h,atorvastatin,10 uM,24 h,5,41,46,2,40,11,29,NPC
cerulenin_10uM_6h,cerulenin,10 uM,6 h,5,39,44,2,1,0,1,NPC
cerulenin_10uM_24h,cerulenin,10 uM,24 h,5,41,46,2,1,1,0,NPC
trifluoperazine_10uM_6h,trifluoperazine,10 uM,6 h,5,26,31,2,345,91,254,NPC
ephedrine_10uM_24h,ephedrine,10 uM,24 h,5,41,46,2,0,0,0,NPC
clopidogrel_10uM_24h,clopidogrel,10 uM,24 h,5,41,46,2,0,0,0,NPC
clozapine_10uM_6h,clozapine,10 uM,6 h,5,39,44,2,5,2,3,NPC
fluvastatin_10uM_6h,fluvastatin,10 uM,6 h,5,39,44,2,1,1,0,NPC
spiperone_10uM_6h,spiperone,10 uM,6 h,5,39,44,2,9,7,2,NPC
oxibendazole_10uM_24h,oxibendazole,10 uM,24 h,4,25,29,1,96,47,49,NPC
alprenolol_10uM_24h,alprenolol,10 uM,24 h,4,20,24,1,0,0,0,NPC
irinotecan_10uM_24h,irinotecan,10 uM,24 h,4,20,24,1,270,110,160,NPC
primaquine_10uM_24h,primaquine,10 uM,24 h,4,25,29,1,11,1,10,NPC
betaxolol_10uM_24h,betaxolol,10 uM,24 h,4,25,29,1,1,1,0,NPC
donepezil_10uM_24h,donepezil,10 uM,24 h,4,25,29,1,6,2,4,NPC
bumetanide_10uM_24h,bumetanide,10 uM,24 h,4,25,29,1,5,2,3,NPC
probenecid_10uM_24h,probenecid,10 uM,24 h,4,25,29,1,5,1,4,NPC
altrenogest_10uM_24h,altrenogest,10 uM,24 h,4,25,29,1,32,4,28,NPC
olmesartan-medoxomil_10uM_24h,olmesartan-medoxomil,10 uM,24 h,4,25,29,1,113,44,69,NPC
mitotane_10uM_24h,mitotane,10 uM,24 h,4,25,29,1,75,25,50,NPC
erythromycin-estolate_10uM_24h,erythromycin-estolate,10 uM,24 h,4,20,24,1,88,30,58,NPC
terguride_10uM_24h,terguride,10 uM,24 h,4,25,29,1,0,0,0,NPC
perphenazine_10uM_24h,perphenazine,10 uM,24 h,4,25,29,1,301,103,198,NPC
amiodarone_10uM_6h,amiodarone,10 uM,6 h,4,18,22,2,230,54,176,NPC
prednisone_10uM_24h,prednisone,10 uM,24 h,4,25,29,1,7,1,6,NPC
flutamide_10uM_24h,flutamide,10 uM,24 h,4,20,24,1,15,10,5,NPC
altretamine_10uM_24h,altretamine,10 uM,24 h,4,20,24,1,16,6,10,NPC
saquinavir_10uM_24h,saquinavir,10 uM,24 h,4,25,29,1,19,10,9,NPC
rosuvastatin_10uM_24h,rosuvastatin,10 uM,24 h,4,25,29,1,39,18,21,NPC
vardenafil_10uM_24h,vardenafil,10 uM,24 h,4,25,29,1,7,1,6,NPC
bifemelane_10uM_24h,bifemelane,10 uM,24 h,4,20,24,1,76,32,44,NPC
pipamperone_10uM_24h,pipamperone,10 uM,24 h,4,25,29,1,15,2,13,NPC
toltrazuril_10uM_24h,toltrazuril,10 uM,24 h,4,25,29,1,34,8,26,NPC
levocabastine_10uM_24h,levocabastine,10 uM,24 h,4,20,24,1,222,124,98,NPC
pirenzepine_10uM_24h,pirenzepine,10 uM,24 h,4,25,29,1,0,0,0,NPC
escitalopram_10uM_24h,escitalopram,10 uM,24 h,4,25,29,1,22,9,13,NPC
mycophenolate-mofetil_10uM_24h,mycophenolate-mofetil,10 uM,24 h,4,25,29,1,38,10,28,NPC
primidone_10uM_24h,primidone,10 uM,24 h,4,25,29,1,15,2,13,NPC
flupentixol_10uM_24h,flupentixol,10 uM,24 h,4,20,24,1,333,110,223,NPC
flucloxacillin_10uM_24h,flucloxacillin,10 uM,24 h,4,25,29,1,7,0,7,NPC
ambroxol_10uM_24h,ambroxol,10 uM,24 h,4,25,29,1,0,0,0,NPC
nifurtimox_10uM_24h,nifurtimox,10 uM,24 h,4,25,29,1,0,0,0,NPC
ioxaglic-acid_10uM_24h,ioxaglic-acid,10 uM,24 h,4,25,29,1,8,2,6,NPC
meloxicam_10uM_24h,meloxicam,10 uM,24 h,4,25,29,1,59,7,52,NPC
hydralazine_10uM_24h,hydralazine,10 uM,24 h,4,20,24,1,1,1,0,NPC
mexiletine_10uM_24h,mexiletine,10 uM,24 h,4,25,29,1,0,0,0,NPC
alprostadil_10uM_24h,alprostadil,10 uM,24 h,4,25,29,1,265,97,168,NPC
clemastine_10uM_24h,clemastine,10 uM,24 h,4,25,29,1,20,6,14,NPC
bromhexine_10uM_24h,bromhexine,10 uM,24 h,4,20,24,1,102,64,38,NPC
tripelennamine_10uM_24h,tripelennamine,10 uM,24 h,4,25,29,1,2,0,2,NPC
fluvoxamine_10uM_24h,fluvoxamine,10 uM,24 h,4,20,24,1,77,44,33,NPC
mephentermine_10uM_24h,mephentermine,10 uM,24 h,4,25,29,1,1,0,1,NPC
dexamethasone-acetate_10uM_24h,dexamethasone-acetate,10 uM,24 h,4,25,29,1,6,3,3,NPC
amoxapine_10uM_24h,amoxapine,10 uM,24 h,4,25,29,1,0,0,0,NPC
nateglinide_10uM_24h,nateglinide,10 uM,24 h,4,25,29,1,0,0,0,NPC
lisuride_10uM_24h,lisuride,10 uM,24 h,4,20,24,1,69,40,29,NPC
flecainide_10uM_24h,flecainide,10 uM,24 h,4,25,29,1,11,7,4,NPC
cetirizine_10uM_24h,cetirizine,10 uM,24 h,4,25,29,1,1,0,1,NPC
benzthiazide_10uM_24h,benzthiazide,10 uM,24 h,4,25,29,1,23,6,17,NPC
hydroquinidine_10uM_24h,hydroquinidine,10 uM,24 h,4,25,29,1,0,0,0,NPC
cyclopentolate_10uM_24h,cyclopentolate,10 uM,24 h,4,25,29,1,0,0,0,NPC
isocarboxazid_10uM_24h,isocarboxazid,10 uM,24 h,4,20,24,1,32,16,16,NPC
moxonidine_10uM_24h,moxonidine,10 uM,24 h,4,20,24,1,18,15,3,NPC
ceforanide_10uM_24h,ceforanide,10 uM,24 h,4,20,24,1,23,15,8,NPC
fenbufen_10uM_24h,fenbufen,10 uM,24 h,4,20,24,1,0,0,0,NPC
mianserin_10uM_24h,mianserin,10 uM,24 h,4,20,24,1,160,77,83,NPC
diloxanide_10uM_24h,diloxanide,10 uM,24 h,4,25,29,1,0,0,0,NPC
prednicarbate_10uM_24h,prednicarbate,10 uM,24 h,4,25,29,1,179,54,125,NPC
triflupromazine_10uM_24h,triflupromazine,10 uM,24 h,4,20,24,1,109,55,54,NPC
moexipril_10uM_24h,moexipril,10 uM,24 h,4,25,29,1,1,1,0,NPC
cilnidipine_10uM_24h,cilnidipine,10 uM,24 h,4,25,29,1,10,4,6,NPC
hydrocortisone_10uM_24h,hydrocortisone,10 uM,24 h,4,25,29,1,24,5,19,NPC
chloroxine_10uM_24h,chloroxine,10 uM,24 h,4,20,24,1,22,11,11,NPC
labetalol_10uM_24h,labetalol,10 uM,24 h,4,25,29,1,1,0,1,NPC
amitriptyline_10uM_24h,amitriptyline,10 uM,24 h,4,25,29,1,2,1,1,NPC
eplerenone_10uM_24h,eplerenone,10 uM,24 h,4,25,29,1,86,24,62,NPC
amcinonide_10uM_24h,amcinonide,10 uM,24 h,4,25,29,1,0,0,0,NPC
loxapine_10uM_24h,loxapine,10 uM,24 h,4,20,24,1,51,18,33,NPC
fluticasone-propionate_10uM_24h,fluticasone-propionate,10 uM,24 h,4,25,29,1,0,0,0,NPC
bucladesine_10uM_24h,bucladesine,10 uM,24 h,4,25,29,1,4,2,2,NPC
pirfenidone_10uM_24h,pirfenidone,10 uM,24 h,4,20,24,1,113,51,62,NPC
benzydamine_10uM_24h,benzydamine,10 uM,24 h,4,25,29,1,0,0,0,NPC
sertaconazole_10uM_24h,sertaconazole,10 uM,24 h,4,25,29,1,188,53,135,NPC
proxymetacaine_10uM_24h,proxymetacaine,10 uM,24 h,4,20,24,1,102,36,66,NPC
azasetron_10uM_24h,azasetron,10 uM,24 h,4,25,29,1,3,1,2,NPC
methantheline_10uM_24h,methantheline,10 uM,24 h,4,25,29,1,2,0,2,NPC
nefopam_10uM_24h,nefopam,10 uM,24 h,4,25,29,1,88,18,70,NPC
trazodone_10uM_24h,trazodone,10 uM,24 h,4,20,24,1,0,0,0,NPC
enalapril_10uM_24h,enalapril,10 uM,24 h,4,25,29,1,20,3,17,NPC
isoxsuprine_10uM_24h,isoxsuprine,10 uM,24 h,4,25,29,1,1,0,1,NPC
formoterol_10uM_24h,formoterol,10 uM,24 h,4,20,24,1,178,78,100,NPC
betahistine_10uM_24h,betahistine,10 uM,24 h,4,25,29,1,0,0,0,NPC
ketoprofen_10uM_24h,ketoprofen,10 uM,24 h,4,25,29,1,15,2,13,NPC
bisoprolol_10uM_24h,bisoprolol,10 uM,24 h,4,25,29,1,53,16,37,NPC
midostaurin_10uM_24h,midostaurin,10 uM,24 h,4,25,29,1,466,164,302,NPC
clomethiazole_10uM_24h,clomethiazole,10 uM,24 h,4,25,29,1,335,121,214,NPC
bisacodyl_10uM_24h,bisacodyl,10 uM,24 h,4,25,29,1,1,0,1,NPC
nimesulide_10uM_24h,nimesulide,10 uM,24 h,4,20,24,1,93,33,60,NPC
tropisetron_10uM_24h,tropisetron,10 uM,24 h,4,20,24,1,0,0,0,NPC
trapidil_10uM_24h,trapidil,10 uM,24 h,4,20,24,1,3,2,1,NPC
ketotifen_10uM_24h,ketotifen,10 uM,24 h,4,25,29,1,7,0,7,NPC
gliquidone_10uM_24h,gliquidone,10 uM,24 h,4,20,24,1,10,7,3,NPC
oxaprozin_10uM_24h,oxaprozin,10 uM,24 h,4,25,29,1,0,0,0,NPC
riboflavin_10uM_24h,riboflavin,10 uM,24 h,4,20,24,1,84,47,37,NPC
naftidrofuryl_10uM_24h,naftidrofuryl,10 uM,24 h,4,25,29,1,0,0,0,NPC
piretanide_10uM_24h,piretanide,10 uM,24 h,4,20,24,1,66,26,40,NPC
desipramine_10uM_24h,desipramine,10 uM,24 h,4,25,29,1,81,21,60,NPC
tiabendazole_10uM_24h,tiabendazole,10 uM,24 h,4,25,29,1,407,155,252,NPC
mebeverine_10uM_24h,mebeverine,10 uM,24 h,4,20,24,1,1,1,0,NPC
butoconazole_10uM_24h,butoconazole,10 uM,24 h,4,25,29,1,17,11,6,NPC
diethylcarbamazine_10uM_24h,diethylcarbamazine,10 uM,24 h,4,25,29,1,2,0,2,NPC
pivmecillinam_10uM_24h,pivmecillinam,10 uM,24 h,4,20,24,1,196,74,122,NPC
brompheniramine_10uM_24h,brompheniramine,10 uM,24 h,4,25,29,1,0,0,0,NPC
lidoflazine_10uM_24h,lidoflazine,10 uM,24 h,4,20,24,1,28,19,9,NPC
alverine_10uM_24h,alverine,10 uM,24 h,4,25,29,1,0,0,0,NPC
diclofenamide_10uM_24h,diclofenamide,10 uM,24 h,4,25,29,1,409,153,256,NPC
carteolol_10uM_24h,carteolol,10 uM,24 h,4,25,29,1,28,7,21,NPC
enrofloxacin_10uM_24h,enrofloxacin,10 uM,24 h,4,25,29,1,0,0,0,NPC
lonidamine_10uM_24h,lonidamine,10 uM,24 h,4,20,24,1,1,1,0,NPC
dienestrol_10uM_24h,dienestrol,10 uM,24 h,4,25,29,1,0,0,0,NPC
dipyridamole_10uM_24h,dipyridamole,10 uM,24 h,4,25,29,1,0,0,0,NPC
deracoxib_10uM_24h,deracoxib,10 uM,24 h,4,25,29,1,3,0,3,NPC
nonoxynol-9_10uM_24h,nonoxynol-9,10 uM,24 h,4,25,29,1,111,42,69,NPC
perindopril_10uM_24h,perindopril,10 uM,24 h,4,25,29,1,0,0,0,NPC
physostigmine_10uM_24h,physostigmine,10 uM,24 h,4,25,29,1,9,4,5,NPC
quetiapine_10uM_24h,quetiapine,10 uM,24 h,4,25,29,1,119,20,99,NPC
meptazinol_10uM_24h,meptazinol,10 uM,24 h,4,25,29,1,1,0,1,NPC
phenoxybenzamine_10uM_24h,phenoxybenzamine,10 uM,24 h,4,25,29,1,71,26,45,NPC
amperozide_10uM_24h,amperozide,10 uM,24 h,4,25,29,1,2,1,1,NPC
cilostazol_10uM_24h,cilostazol,10 uM,24 h,4,25,29,1,2,0,2,NPC
naltrexone_10uM_24h,naltrexone,10 uM,24 h,4,25,29,1,12,4,8,NPC
lidocaine_10uM_24h,lidocaine,10 uM,24 h,4,25,29,1,0,0,0,NPC
thiothixene_10uM_24h,thiothixene,10 uM,24 h,4,25,29,1,15,9,6,NPC
aniracetam_10uM_6h,aniracetam,10 uM,6 h,4,32,36,2,0,0,0,NPC
erythromycin_10uM_24h,erythromycin,10 uM,24 h,4,25,29,1,0,0,0,NPC
betamethasone-acetate_10uM_24h,betamethasone-acetate,10 uM,24 h,4,25,29,1,12,0,12,NPC
crotamiton_10uM_24h,crotamiton,10 uM,24 h,4,25,29,1,0,0,0,NPC
carprofen_10uM_24h,carprofen,10 uM,24 h,4,25,29,1,0,0,0,NPC
trioxsalen_10uM_24h,trioxsalen,10 uM,24 h,4,25,29,1,0,0,0,NPC
raloxifene_10uM_24h,raloxifene,10 uM,24 h,4,25,29,1,3,0,3,NPC
proguanil_10uM_24h,proguanil,10 uM,24 h,4,25,29,1,2,0,2,NPC
piperacetazine_10uM_24h,piperacetazine,10 uM,24 h,4,25,29,1,0,0,0,NPC
tenoxicam_10uM_24h,tenoxicam,10 uM,24 h,4,20,24,1,2,2,0,NPC
aminoglutethimide_10uM_24h,aminoglutethimide,10 uM,24 h,4,25,29,1,0,0,0,NPC
oxantel_10uM_24h,oxantel,10 uM,24 h,4,25,29,1,0,0,0,NPC
reserpine_10uM_24h,reserpine,10 uM,24 h,4,25,29,1,5,1,4,NPC
raclopride_10uM_24h,raclopride,10 uM,24 h,4,20,24,1,188,84,104,NPC
zolmitriptan_10uM_24h,zolmitriptan,10 uM,24 h,4,25,29,1,7,1,6,NPC
irsogladine_10uM_24h,irsogladine,10 uM,24 h,4,25,29,1,53,17,36,NPC
econazole_10uM_24h,econazole,10 uM,24 h,4,25,29,1,226,80,146,NPC
thiotepa_10uM_24h,thiotepa,10 uM,24 h,4,25,29,1,5,3,2,NPC
cefixime_10uM_24h,cefixime,10 uM,24 h,4,20,24,1,4,4,0,NPC
propafenone_10uM_24h,propafenone,10 uM,24 h,4,25,29,1,1,0,1,NPC
naftifine_10uM_24h,naftifine,10 uM,24 h,4,25,29,1,53,18,35,NPC
rimexolone_10uM_24h,rimexolone,10 uM,24 h,4,20,24,1,1,0,1,NPC
pyrimethamine_10uM_24h,pyrimethamine,10 uM,24 h,4,25,29,1,3,1,2,NPC
flumazenil_10uM_24h,flumazenil,10 uM,24 h,4,25,29,1,62,12,50,NPC
ezetimibe_10uM_24h,ezetimibe,10 uM,24 h,4,25,29,1,162,57,105,NPC
dosulepin_10uM_24h,dosulepin,10 uM,24 h,4,25,29,1,1,1,0,NPC
clofibrate_10uM_24h,clofibrate,10 uM,24 h,4,25,29,1,0,0,0,NPC
naproxen_10uM_24h,naproxen,10 uM,24 h,4,25,29,1,0,0,0,NPC
dydrogesterone_10uM_24h,dydrogesterone,10 uM,24 h,4,25,29,1,14,5,9,NPC
trimetozine_10uM_24h,trimetozine,10 uM,24 h,4,25,29,1,0,0,0,NPC
verteporfin_10uM_24h,verteporfin,10 uM,24 h,4,25,29,1,11,2,9,NPC
chlorambucil_10uM_24h,chlorambucil,10 uM,24 h,4,25,29,1,19,10,9,NPC
flavoxate_10uM_24h,flavoxate,10 uM,24 h,4,25,29,1,9,5,4,NPC
levomepromazine_10uM_24h,levomepromazine,10 uM,24 h,4,25,29,1,53,22,31,NPC
azaperone_10uM_24h,azaperone,10 uM,24 h,4,25,29,1,0,0,0,NPC
guanaben-acetate_10uM_24h,guanaben-acetate,10 uM,24 h,4,20,24,1,0,0,0,NPC
fluphenazine_10uM_24h,fluphenazine,10 uM,24 h,4,25,29,1,5,3,2,NPC
buspirone_10uM_24h,buspirone,10 uM,24 h,4,20,24,1,0,0,0,NPC
ranolazine_10uM_24h,ranolazine,10 uM,24 h,4,25,29,1,0,0,0,NPC
cefotiam_10uM_24h,cefotiam,10 uM,24 h,4,25,29,1,4,2,2,NPC
lamotrigine_10uM_24h,lamotrigine,10 uM,24 h,4,20,24,1,5,1,4,NPC
mepyramine_10uM_24h,mepyramine,10 uM,24 h,4,25,29,1,2,0,2,NPC
exemestane_10uM_24h,exemestane,10 uM,24 h,4,25,29,1,15,9,6,NPC
doxylamine_10uM_24h,doxylamine,10 uM,24 h,4,25,29,1,2,2,0,NPC
talniflumate_10uM_24h,talniflumate,10 uM,24 h,4,25,29,1,132,49,83,NPC
alfuzosin_10uM_24h,alfuzosin,10 uM,24 h,4,25,29,1,0,0,0,NPC
prazosin_10uM_24h,prazosin,10 uM,24 h,4,25,29,1,6,1,5,NPC
diflunisal_10uM_24h,diflunisal,10 uM,24 h,4,25,29,1,19,9,10,NPC
bupropion_10uM_24h,bupropion,10 uM,24 h,4,25,29,1,0,0,0,NPC
domperidone_10uM_24h,domperidone,10 uM,24 h,4,25,29,1,1,1,0,NPC
pindolol_10uM_24h,pindolol,10 uM,24 h,4,25,29,1,1,1,0,NPC
sertraline_10uM_24h,sertraline,10 uM,24 h,4,25,29,1,41,20,21,NPC
glipizide_10uM_24h,glipizide,10 uM,24 h,4,25,29,1,10,0,10,NPC
biotin_10uM_24h,biotin,10 uM,24 h,4,25,29,1,21,10,11,NPC
guanfacine_10uM_24h,guanfacine,10 uM,24 h,4,25,29,1,1,0,1,NPC
clofarabine_10uM_24h,clofarabine,10 uM,24 h,4,20,24,1,223,112,111,NPC
benzylpenicillin_10uM_24h,benzylpenicillin,10 uM,24 h,4,25,29,1,11,0,11,NPC
bicalutamide_10uM_24h,bicalutamide,10 uM,24 h,4,25,29,1,3,1,2,NPC
pentoxifylline_10uM_24h,pentoxifylline,10 uM,24 h,4,25,29,1,0,0,0,NPC
bendroflumethiazide_10uM_24h,bendroflumethiazide,10 uM,24 h,4,20,24,1,195,78,117,NPC
bepridil_10uM_24h,bepridil,10 uM,24 h,4,20,24,1,105,51,54,NPC
cortisone-acetate_10uM_24h,cortisone-acetate,10 uM,24 h,4,25,29,1,0,0,0,NPC
toremifene_10uM_24h,toremifene,10 uM,24 h,4,25,29,1,109,40,69,NPC
pantoprazole_10uM_24h,pantoprazole,10 uM,24 h,4,25,29,1,1,0,1,NPC
resorcinol_10uM_24h,resorcinol,10 uM,24 h,4,25,29,1,1,1,0,NPC
ketanserin_10uM_24h,ketanserin,10 uM,24 h,4,20,24,1,102,54,48,NPC
felbamate_10uM_24h,felbamate,10 uM,24 h,4,25,29,1,119,44,75,NPC
trimethobenzamide_10uM_24h,trimethobenzamide,10 uM,24 h,4,25,29,1,1,0,1,NPC
thiethylperazine_10uM_24h,thiethylperazine,10 uM,24 h,4,20,24,1,144,64,80,NPC
anagrelide_10uM_24h,anagrelide,10 uM,24 h,4,25,29,1,272,99,173,NPC
budesonide_10uM_24h,budesonide,10 uM,24 h,4,20,24,1,27,19,8,NPC
